timestamp,symbol,side,quantity,price,wallet_after_trade
2025-08-13 15:09:18,TSLA,BUY,4,234.42,9379.97
2025-08-13 15:09:19,TSLA,SELL,4,249.78,8442.31
2025-08-13 15:09:20,TSLA,BUY,3,236.71,9441.43
2025-08-13 15:09:21,TSLA,SELL,3,260.05,8731.30
2025-08-13 15:09:21,TSLA,BUY,3,249.70,9511.44
2025-08-13 15:09:22,TSLA,SELL,3,218.16,8762.34
2025-08-13 15:09:23,TSLA,BUY,3,250.14,9416.80
2025-08-13 15:09:24,TSLA,SELL,3,231.52,8666.38
2025-08-13 15:09:24,TSLA,BUY,4,220.32,9360.94
2025-08-13 15:09:25,TSLA,SELL,4,244.64,8479.64
2025-08-13 15:09:25,TSLA,BUY,4,225.15,9458.20
2025-08-13 15:09:26,AAPL,SELL,3,245.32,8557.62
2025-08-13 15:09:26,TSLA,SELL,4,238.36,9293.59
2025-08-13 15:09:26,AAPL,BUY,4,245.79,10247.04
2025-08-13 15:09:26,TSLA,BUY,3,259.68,9263.89
2025-08-13 15:09:30,TSLA,SELL,3,240.58,8484.86
2025-08-13 15:09:30,TSLA,BUY,4,224.72,9206.61
2025-08-13 15:09:30,AAPL,SELL,4,233.94,8307.75
2025-08-13 15:09:31,TSLA,SELL,4,209.63,9243.49
2025-08-13 15:09:31,AAPL,BUY,4,232.06,10082.00
2025-08-13 15:09:31,TSLA,BUY,4,204.35,9153.76
2025-08-13 15:09:32,AAPL,SELL,4,224.75,8336.37
2025-08-13 15:09:32,TSLA,SELL,4,230.70,9235.36
2025-08-13 15:09:32,AAPL,BUY,4,228.94,10158.14
2025-08-13 15:09:32,TSLA,BUY,4,218.89,9242.39
2025-08-13 15:09:33,TSLA,SELL,4,239.30,8366.84
2025-08-13 15:09:33,TSLA,BUY,3,245.31,9324.04
2025-08-13 15:09:34,TSLA,SELL,3,217.84,8588.12
2025-08-13 15:09:34,TSLA,BUY,4,229.03,9241.66
2025-08-13 15:09:35,TSLA,SELL,4,211.88,8325.54
2025-08-13 15:09:39,AAPL,SELL,4,221.39,9173.04
2025-08-13 15:09:39,TSLA,BUY,4,229.94,10058.59
2025-08-13 15:09:40,AAPL,BUY,4,217.39,9138.82
2025-08-13 15:09:41,TSLA,SELL,4,210.99,8269.27
2025-08-13 15:09:41,TSLA,BUY,4,194.66,9113.24
2025-08-13 15:09:42,AAPL,SELL,4,207.62,8334.59
2025-08-13 15:09:42,TSLA,SELL,4,188.20,9165.05
2025-08-13 15:09:43,AAPL,BUY,4,198.94,9917.86
2025-08-13 15:09:43,TSLA,BUY,4,186.45,9122.08
2025-08-13 15:09:43,AAPL,SELL,4,190.31,8376.29
2025-08-13 15:09:43,TSLA,SELL,4,199.03,9137.53
2025-08-13 15:09:44,AAPL,BUY,5,195.65,9933.66
2025-08-13 15:09:44,TSLA,BUY,4,213.13,8955.40
2025-08-13 15:09:44,TSLA,SELL,4,197.44,8102.88
2025-08-13 15:09:45,AAPL,SELL,5,186.55,8892.66
2025-08-13 15:10:03,AAPL,BUY,4,239.32,9825.39
2025-08-13 15:10:03,TSLA,BUY,3,254.07,8868.12
2025-08-13 15:10:04,TSLA,SELL,3,235.99,8105.92
2025-08-13 15:10:05,TSLA,BUY,3,256.51,8813.88
2025-08-13 15:10:05,TSLA,SELL,3,240.36,8044.35
2025-08-13 15:10:06,TSLA,BUY,3,244.67,8765.43
2025-08-13 15:10:07,TSLA,SELL,3,225.28,8031.41
2025-08-13 15:10:08,TSLA,BUY,3,228.95,8707.25
2025-08-13 15:10:09,AAPL,SELL,4,254.07,8020.40
2025-08-13 15:10:09,TSLA,SELL,3,264.45,9036.68
2025-08-13 15:10:10,AAPL,BUY,3,257.71,9830.03
2025-08-13 15:10:10,TSLA,BUY,3,262.98,9056.89
2025-08-13 15:10:10,TSLA,SELL,3,281.83,8267.96
2025-08-13 15:10:11,TSLA,BUY,3,252.49,9113.46
2025-08-13 15:10:11,AAPL,SELL,3,279.04,8356.00
2025-08-13 15:10:12,AAPL,BUY,3,273.47,9193.12
2025-08-13 15:10:14,TSLA,SELL,3,274.45,8372.71
2025-08-13 15:10:14,TSLA,BUY,3,288.21,9196.06
2025-08-13 15:10:15,TSLA,SELL,3,269.11,8331.43
2025-08-13 15:10:15,AAPL,SELL,3,280.83,9138.75
2025-08-13 15:10:25,TSLA,BUY,3,273.88,9981.25
2025-08-13 15:10:25,AAPL,BUY,3,243.53,9159.63
2025-08-13 15:10:26,TSLA,SELL,3,264.49,8429.02
2025-08-13 15:10:26,AAPL,SELL,3,234.99,9222.49
2025-08-13 15:10:26,TSLA,BUY,3,259.93,9927.45
2025-08-13 15:10:27,AAPL,BUY,3,238.24,9147.64
2025-08-13 15:10:27,TSLA,SELL,3,228.87,8432.92
2025-08-13 15:10:27,TSLA,BUY,3,261.69,9119.53
2025-08-13 15:10:28,AAPL,SELL,3,256.55,8334.46
2025-08-13 15:10:28,TSLA,SELL,3,276.08,9104.12
2025-08-13 15:10:28,AAPL,BUY,3,262.00,9932.36
2025-08-13 15:10:28,TSLA,BUY,3,284.89,9146.36
2025-08-13 15:10:29,AAPL,SELL,3,252.97,8291.69
2025-08-13 15:10:29,TSLA,SELL,3,265.71,9050.60
2025-08-13 15:10:29,AAPL,BUY,3,261.79,9847.74
2025-08-13 15:10:29,TSLA,BUY,3,249.99,9062.37
2025-08-13 15:10:30,TSLA,SELL,3,275.65,8312.41
2025-08-13 15:10:30,TSLA,BUY,3,256.64,9139.36
2025-08-13 15:10:31,AAPL,SELL,3,278.67,8369.44
2025-08-13 15:10:31,TSLA,SELL,3,283.22,9205.46
2025-08-13 15:10:31,AAPL,BUY,3,272.83,10055.12
2025-08-13 15:10:31,TSLA,BUY,3,255.09,9236.64
2025-08-13 15:10:32,TSLA,SELL,3,275.72,8471.36
2025-08-13 15:10:32,TSLA,BUY,3,280.86,9298.53
2025-08-13 15:10:34,AAPL,SELL,3,258.75,8455.94
2025-08-13 15:10:34,TSLA,SELL,3,271.84,9232.21
2025-08-13 15:10:34,AAPL,BUY,3,260.90,10047.73
2025-08-13 15:10:34,TSLA,BUY,3,279.05,9265.02
2025-08-13 15:10:35,TSLA,SELL,3,266.74,8427.89
2025-08-13 15:10:35,AAPL,SELL,3,273.99,9228.10
2025-08-13 15:10:35,TSLA,BUY,4,247.58,10050.07
2025-08-13 15:10:36,AAPL,BUY,3,271.89,9059.75
2025-08-13 15:10:36,TSLA,SELL,4,284.22,8244.08
2025-08-13 15:10:36,TSLA,BUY,3,249.20,9380.96
2025-08-13 15:10:37,TSLA,SELL,3,270.26,8633.37
2025-08-13 15:10:37,TSLA,BUY,3,268.18,9444.15
2025-08-13 15:10:39,AAPL,SELL,3,258.50,8639.62
2025-08-13 15:10:39,TSLA,SELL,3,255.03,9415.14
2025-08-13 15:10:40,AAPL,BUY,3,264.53,10180.23
2025-08-13 15:10:40,TSLA,BUY,3,263.44,9386.64
2025-08-13 15:10:40,TSLA,SELL,3,251.93,8596.31
2025-08-13 15:10:41,TSLA,BUY,3,259.05,9352.10
2025-08-13 15:10:41,AAPL,SELL,3,279.26,8574.95
2025-08-13 15:10:41,TSLA,SELL,3,296.68,9412.73
2025-08-13 15:10:42,AAPL,BUY,3,288.91,10302.77
2025-08-13 15:10:42,TSLA,BUY,3,308.93,9436.04
2025-08-13 15:10:43,TSLA,SELL,3,280.50,8509.26
2025-08-13 15:10:43,TSLA,BUY,3,271.59,9350.77
2025-08-13 15:10:43,AAPL,SELL,3,273.97,8535.99
2025-08-13 15:10:44,AAPL,BUY,3,279.61,9357.90
2025-08-13 15:10:45,TSLA,SELL,3,285.30,8519.06
2025-08-13 15:10:46,TSLA,BUY,3,298.37,9374.95
2025-08-13 15:10:46,TSLA,SELL,3,285.40,8479.84
2025-08-13 15:10:47,TSLA,BUY,3,307.14,9336.05
2025-08-13 15:10:48,TSLA,SELL,3,292.96,8414.62
2025-08-13 15:10:48,TSLA,BUY,3,300.66,9293.51
2025-08-13 15:10:49,AAPL,SELL,3,296.30,8391.53
2025-08-13 15:10:49,TSLA,SELL,3,321.35,9280.43
2025-08-13 15:10:49,AAPL,BUY,3,289.62,10244.48
2025-08-13 15:10:49,TSLA,BUY,2,336.17,9375.61
2025-08-13 15:10:50,AAPL,SELL,3,273.46,8703.27
2025-08-13 15:10:50,TSLA,SELL,2,302.41,9523.66
2025-08-13 15:10:51,AAPL,BUY,3,272.48,10128.48
2025-08-13 15:10:51,TSLA,BUY,2,321.97,9311.02
2025-08-13 15:10:52,TSLA,SELL,2,269.70,8667.08
2025-08-13 15:10:52,TSLA,BUY,3,260.45,9206.49
2025-08-13 15:10:53,AAPL,SELL,3,286.80,8425.14
2025-08-13 15:10:53,AAPL,BUY,3,278.31,9285.53
2025-08-13 15:10:53,TSLA,SELL,3,285.55,8450.59
2025-08-13 15:10:54,TSLA,BUY,3,263.77,9307.25
2025-08-13 15:10:54,TSLA,SELL,3,298.33,8515.95
2025-08-13 15:10:55,AAPL,SELL,3,299.11,9410.96
2025-08-13 15:10:55,TSLA,BUY,3,298.33,10308.28
2025-08-13 15:10:55,AAPL,BUY,3,309.43,9413.28
2025-08-13 15:10:55,TSLA,SELL,3,327.80,8485.00
2025-08-13 15:10:56,TSLA,BUY,2,350.78,9468.40
2025-08-13 15:10:56,TSLA,SELL,2,306.18,8766.83
2025-08-13 15:10:57,AAPL,SELL,3,294.12,9379.19
2025-08-13 15:10:57,TSLA,BUY,3,304.48,10261.54
2025-08-13 15:10:57,AAPL,BUY,3,304.83,9348.10
2025-08-13 15:10:58,AAPL,SELL,3,321.39,8433.60
2025-08-13 15:10:58,TSLA,SELL,3,341.76,9397.77
2025-08-13 15:10:58,AAPL,BUY,3,316.74,10423.06
2025-08-13 15:10:58,TSLA,BUY,2,360.20,9472.84
2025-08-13 15:10:59,TSLA,SELL,2,383.99,8752.43
2025-08-13 15:10:59,TSLA,BUY,2,320.73,9520.41
2025-08-13 15:11:00,AAPL,SELL,3,304.02,8878.95
2025-08-13 15:11:00,TSLA,SELL,2,282.89,9791.02
2025-08-13 15:11:01,AAPL,BUY,3,304.92,10356.79
2025-08-13 15:11:01,TSLA,BUY,3,312.81,9442.05
2025-08-13 15:11:01,TSLA,SELL,3,290.80,8503.62
2025-08-13 15:11:02,TSLA,BUY,3,297.11,9376.03
2025-08-13 15:11:02,AAPL,SELL,3,294.33,8484.71
2025-08-13 15:11:03,AAPL,BUY,3,293.14,9367.70
2025-08-13 15:11:03,AAPL,SELL,3,281.55,8488.27
2025-08-13 15:11:04,AAPL,BUY,3,278.33,9332.92
2025-08-13 15:11:04,TSLA,SELL,3,287.22,8497.94
2025-08-13 15:11:05,TSLA,BUY,3,279.26,9359.59
2025-08-13 15:11:06,TSLA,SELL,3,262.63,8521.82
2025-08-13 15:11:07,TSLA,BUY,3,245.57,9309.72
2025-08-13 15:11:07,TSLA,SELL,3,292.98,8573.01
2025-08-13 15:11:08,TSLA,BUY,3,314.89,9451.94
2025-08-13 15:11:08,AAPL,SELL,3,268.19,8507.27
2025-08-13 15:11:08,TSLA,SELL,3,290.78,9311.84
2025-08-13 15:11:08,AAPL,BUY,3,270.01,10184.18
2025-08-13 15:11:09,TSLA,BUY,3,278.29,9374.16
2025-08-13 15:11:09,TSLA,SELL,3,256.39,8539.28
2025-08-13 15:11:10,TSLA,BUY,3,276.83,9308.44
2025-08-13 15:11:10,AAPL,SELL,3,259.26,8477.96
2025-08-13 15:11:11,AAPL,BUY,3,263.73,9255.76
2025-08-13 15:11:11,TSLA,SELL,3,267.87,8464.56
2025-08-13 15:11:13,TSLA,BUY,3,249.80,9268.17
2025-08-13 15:11:14,TSLA,SELL,3,287.31,8518.78
2025-08-13 15:11:14,TSLA,BUY,3,283.44,9380.73
2025-08-13 15:11:15,TSLA,SELL,3,271.87,8530.40
2025-08-13 15:11:15,AAPL,SELL,3,243.12,9346.02
2025-08-13 15:11:15,TSLA,BUY,3,278.71,10075.38
2025-08-13 15:11:16,AAPL,BUY,3,236.54,9239.23
2025-08-13 15:11:16,TSLA,SELL,3,254.86,8529.60
2025-08-13 15:11:16,TSLA,BUY,3,236.38,9294.18
2025-08-13 15:11:17,TSLA,SELL,3,221.50,8585.02
2025-08-13 15:11:17,TSLA,BUY,4,224.86,9249.52
2025-08-13 15:11:18,AAPL,SELL,3,229.28,8350.09
2025-08-13 15:11:18,TSLA,SELL,4,241.68,9037.92
2025-08-13 15:11:19,AAPL,BUY,4,237.43,10004.66
2025-08-13 15:11:21,AAPL,SELL,4,221.87,9054.92
2025-08-13 15:11:24,AAPL,BUY,4,239.45,9942.39
2025-08-13 15:11:24,TSLA,BUY,3,232.35,8984.58
2025-08-13 15:11:26,TSLA,SELL,3,245.67,8287.53
2025-08-13 15:11:27,TSLA,BUY,3,254.23,9024.54
2025-08-13 15:11:28,TSLA,SELL,3,239.89,8261.85
2025-08-13 15:11:45,TSLA,BUY,3,261.47,8981.52
2025-08-13 15:11:45,AAPL,SELL,4,267.44,8197.12
2025-08-13 15:11:45,TSLA,SELL,3,277.92,9266.89
2025-08-13 15:11:46,AAPL,BUY,3,274.02,10100.65
2025-08-13 15:11:46,TSLA,BUY,3,296.25,9278.59
2025-08-13 15:11:46,TSLA,SELL,3,285.91,8389.84
2025-08-13 15:11:47,TSLA,BUY,3,278.84,9247.58
2025-08-13 15:11:47,TSLA,SELL,3,256.51,8411.06
2025-08-13 15:11:48,TSLA,BUY,3,254.64,9180.58
2025-08-13 15:11:48,AAPL,SELL,3,287.83,8416.66
2025-08-13 15:11:48,TSLA,SELL,3,281.14,9280.13
2025-08-13 15:11:49,AAPL,BUY,3,298.19,10123.54
2025-08-13 15:11:49,TSLA,BUY,3,304.60,9228.98
2025-08-13 15:11:50,AAPL,SELL,3,281.38,8315.17
2025-08-13 15:11:50,TSLA,SELL,3,288.35,9159.30
2025-08-13 15:11:50,AAPL,BUY,3,254.22,10024.33
2025-08-13 15:11:50,TSLA,BUY,3,274.92,9261.67
2025-08-13 15:11:51,TSLA,SELL,3,248.76,8436.92
2025-08-13 15:11:51,AAPL,SELL,3,238.55,9183.21
2025-08-13 15:11:51,TSLA,BUY,3,266.28,9898.87
2025-08-13 15:11:52,AAPL,BUY,3,237.28,9100.03
2025-08-13 15:11:52,TSLA,SELL,3,240.16,8388.20
2025-08-13 15:11:52,TSLA,BUY,3,248.03,9108.67
2025-08-13 15:11:53,TSLA,SELL,3,231.02,8364.57
2025-08-13 15:11:53,AAPL,SELL,3,250.77,9057.63
2025-08-13 15:12:02,AAPL,BUY,3,254.68,9809.94
2025-08-13 15:12:03,TSLA,BUY,3,276.05,9045.91
2025-08-13 15:12:03,TSLA,SELL,3,266.60,8217.78
2025-08-13 15:12:04,TSLA,BUY,3,264.35,9017.56
2025-08-13 15:12:04,TSLA,SELL,3,251.74,8224.51
2025-08-13 15:12:05,TSLA,BUY,3,261.31,8979.74
2025-08-13 15:12:05,TSLA,SELL,3,253.42,8195.81
2025-08-13 15:12:06,TSLA,BUY,3,238.79,8956.06
2025-08-13 15:12:06,TSLA,SELL,3,270.50,8239.68
2025-08-13 15:12:07,TSLA,BUY,3,275.25,9051.18
2025-08-13 15:12:07,AAPL,SELL,3,267.83,8225.44
2025-08-13 15:12:07,TSLA,SELL,3,263.77,9028.93
2025-08-13 15:12:08,AAPL,BUY,3,272.91,9820.25
2025-08-13 15:12:08,TSLA,BUY,3,263.33,9001.51
2025-08-13 15:12:09,TSLA,SELL,3,288.68,8211.53
2025-08-13 15:12:10,TSLA,BUY,3,280.01,9077.57
2025-08-13 15:12:10,TSLA,SELL,3,300.21,8237.55
2025-08-13 15:12:11,TSLA,BUY,3,270.54,9138.19
2025-08-13 15:12:12,TSLA,SELL,3,252.10,8326.56
2025-08-13 15:12:13,TSLA,BUY,3,245.24,9082.85
2025-08-13 15:12:13,AAPL,SELL,3,260.13,8347.15
2025-08-13 15:12:14,AAPL,BUY,3,263.83,9127.54
2025-08-13 15:12:14,TSLA,SELL,3,270.43,8336.04
2025-08-13 15:12:14,TSLA,BUY,3,283.59,9147.33
2025-08-13 15:12:15,AAPL,SELL,3,253.89,8296.56
2025-08-13 15:12:15,AAPL,BUY,3,251.74,9058.22
2025-08-13 15:12:15,TSLA,SELL,3,267.78,8303.00
2025-08-13 15:12:16,AAPL,SELL,3,242.34,9106.33
2025-08-13 15:12:16,TSLA,BUY,3,257.37,9833.33
2025-08-13 15:12:16,AAPL,BUY,3,246.46,9061.23
2025-08-13 15:12:16,TSLA,SELL,3,277.46,8321.84
2025-08-13 15:12:17,TSLA,BUY,3,271.82,9154.22
2025-08-13 15:12:18,TSLA,SELL,3,250.71,8338.77
2025-08-13 15:12:18,TSLA,BUY,3,234.36,9090.88
2025-08-13 15:12:19,AAPL,SELL,3,261.15,8387.81
2025-08-13 15:12:19,AAPL,BUY,3,257.74,9171.25
2025-08-13 15:12:19,TSLA,SELL,3,261.62,8398.02
2025-08-13 15:12:20,TSLA,BUY,3,258.00,9182.87
2025-08-13 15:12:20,TSLA,SELL,3,250.07,8408.87
2025-08-13 15:12:21,TSLA,BUY,3,271.77,9159.08
2025-08-13 15:12:22,TSLA,SELL,3,327.57,8343.77
2025-08-13 15:12:22,TSLA,BUY,3,263.25,9326.47
2025-08-13 15:12:23,TSLA,SELL,3,253.97,8536.72
2025-08-13 15:12:23,TSLA,BUY,3,266.41,9298.64
2025-08-13 15:12:24,AAPL,SELL,3,243.41,8499.41
2025-08-13 15:12:24,TSLA,SELL,3,235.44,9229.65
2025-08-13 15:12:25,AAPL,BUY,3,252.96,9935.96
2025-08-13 15:12:25,TSLA,BUY,3,265.92,9177.08
2025-08-13 15:12:26,TSLA,SELL,3,256.44,8379.34
2025-08-13 15:12:26,TSLA,BUY,3,266.71,9148.65
2025-08-13 15:12:27,TSLA,SELL,3,257.99,8348.52
2025-08-13 15:12:27,AAPL,SELL,3,267.06,9122.47
2025-08-13 15:12:27,TSLA,BUY,3,271.09,9923.65
2025-08-13 15:12:28,AAPL,BUY,3,273.94,9110.37
2025-08-13 15:12:28,AAPL,SELL,3,290.94,8288.56
2025-08-13 15:12:29,AAPL,BUY,3,291.50,9161.36
2025-08-13 15:12:29,TSLA,SELL,3,304.32,8286.87
2025-08-13 15:12:29,TSLA,BUY,3,282.76,9199.84
2025-08-13 15:12:30,AAPL,SELL,3,307.17,8351.56
2025-08-13 15:12:30,TSLA,SELL,3,315.84,9273.08
2025-08-13 15:12:31,AAPL,BUY,3,303.91,10220.59
2025-08-13 15:12:31,TSLA,BUY,2,312.64,9308.86
2025-08-13 15:12:32,TSLA,SELL,2,330.37,8683.59
2025-08-13 15:12:32,AAPL,SELL,3,283.55,9344.32
2025-08-13 15:12:32,TSLA,BUY,3,287.72,10194.97
2025-08-13 15:12:33,AAPL,BUY,3,290.50,9331.82
2025-08-13 15:12:33,TSLA,SELL,3,276.16,8460.33
2025-08-13 15:12:34,TSLA,BUY,3,278.01,9288.81
2025-08-13 15:12:35,TSLA,SELL,3,310.19,8454.79
2025-08-13 15:12:36,TSLA,BUY,3,305.46,9385.36
2025-08-13 15:12:37,TSLA,SELL,3,285.94,8468.96
2025-08-13 15:12:37,AAPL,SELL,3,279.38,9326.79
2025-08-13 15:12:37,TSLA,BUY,3,295.72,10164.94
2025-08-13 15:12:38,AAPL,BUY,3,271.10,9277.79
2025-08-13 15:12:38,TSLA,SELL,3,282.62,8464.48
2025-08-13 15:12:39,AAPL,SELL,3,260.21,9312.36
2025-08-13 15:12:39,TSLA,BUY,4,249.39,10093.00
2025-08-13 15:12:39,AAPL,BUY,3,256.88,9095.43
2025-08-13 15:12:42,TSLA,SELL,4,272.55,8324.79
2025-08-13 15:12:42,TSLA,BUY,3,261.36,9414.98
2025-08-13 15:12:43,TSLA,SELL,3,239.37,8630.90
2025-08-13 15:12:44,TSLA,BUY,3,249.77,9349.00
2025-08-13 15:12:44,TSLA,SELL,3,232.83,8599.68
2025-08-13 15:12:45,AAPL,SELL,3,248.53,9298.17
2025-08-13 15:12:46,AAPL,BUY,4,246.02,10043.77
2025-08-13 15:12:46,TSLA,BUY,3,257.02,9059.68
2025-08-13 15:12:47,TSLA,SELL,3,246.90,8288.61
2025-08-13 15:12:47,TSLA,BUY,3,249.78,9029.32
2025-08-13 15:12:48,TSLA,SELL,3,224.14,8279.97
2025-08-13 15:12:48,TSLA,BUY,3,252.14,8952.39
2025-08-13 15:12:49,TSLA,SELL,3,226.19,8195.97
2025-08-13 15:12:50,AAPL,SELL,4,238.26,8874.53
2025-08-13 15:12:50,TSLA,BUY,4,235.66,9827.58
2025-08-13 15:12:50,AAPL,BUY,3,234.24,8884.96
2025-08-13 15:12:51,TSLA,SELL,4,253.81,8182.24
2025-08-13 15:12:51,AAPL,SELL,3,225.47,9197.49
2025-08-13 15:12:51,TSLA,BUY,4,230.32,9873.91
2025-08-13 15:12:51,AAPL,BUY,4,219.07,8952.62
2025-08-13 15:12:52,TSLA,SELL,4,207.73,8076.33
2025-08-13 15:12:53,TSLA,BUY,4,208.74,8907.24
2025-08-13 15:12:54,TSLA,SELL,4,219.97,8072.29
2025-08-13 15:12:54,TSLA,BUY,3,234.00,8952.18
2025-08-13 15:12:56,TSLA,SELL,3,219.04,8250.19
2025-08-13 15:12:56,TSLA,BUY,4,206.05,8907.30
2025-08-13 15:12:57,TSLA,SELL,4,221.84,8083.10
2025-08-13 15:12:58,TSLA,BUY,4,222.52,8970.44
2025-08-13 15:12:58,AAPL,SELL,4,233.65,8080.38
2025-08-13 15:12:58,TSLA,SELL,4,249.31,9014.97
2025-08-13 15:12:59,AAPL,BUY,4,229.83,10012.19
2025-08-13 15:12:59,TSLA,BUY,3,262.48,9092.87
2025-08-13 15:13:00,TSLA,SELL,3,221.40,8305.43
2025-08-13 15:13:00,TSLA,BUY,3,228.13,8969.63
2025-08-13 15:13:02,TSLA,SELL,3,247.79,8285.24
2025-08-13 15:13:03,TSLA,BUY,3,245.33,9028.61
2025-08-13 15:13:03,TSLA,SELL,3,227.54,8292.61
2025-08-13 15:13:04,TSLA,BUY,3,238.94,8975.22
2025-08-13 15:13:04,TSLA,SELL,3,213.22,8258.40
2025-08-13 15:13:05,TSLA,BUY,3,235.51,8898.05
2025-08-13 15:13:06,AAPL,SELL,4,212.98,8191.52
2025-08-13 15:13:06,TSLA,SELL,3,213.99,9043.43
2025-08-13 15:13:06,AAPL,BUY,4,208.85,9685.40
2025-08-13 15:13:06,TSLA,BUY,4,206.97,8850.02
2025-08-13 15:13:07,AAPL,SELL,4,200.86,8022.13
2025-08-13 15:13:07,TSLA,SELL,4,190.89,8825.56
2025-08-13 15:13:07,AAPL,BUY,4,203.87,9589.13
2025-08-13 15:13:07,TSLA,BUY,4,187.28,8773.64
